1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-0.54488,-0.79525,-2.2502,-2.3483,-2.0067,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.88215,-1.7909,-4.2092,-4.9911,-4.9911,-4.9911,-6.449,-6.4113,-3.4389,-2.0067,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.15387,-0.54216,-0.69932,-2.3303,-4.5823,-5.6591,-7.485,-8.4402,-8.8572,-8.9658,-8.9658,-7.1373,-6.4113,-3.4389,-0.4391,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.93683,-0.31452,-2.31,-3.8668,-4.8275,-5.0023,-6.7483,-8.3262,-9.5387,-10.522,-11.581,-12.38,-12.38,-10.728,-9.7961,-7.1373,-4.6386,-1.8207,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.43813,-1.6402,-3.5549,-5.3209,-6.6165,-7.8881,-8.9383,-9.7718,-11.745,-13.451,-13.97,-14.625,-14.703,-14.539,-12.742,-10.728,-7.8274,-5.5553,-2.9071,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.88189,-0.87529,-2.9369,-4.8641,-6.8647,-8.3105,-9.415,-10.515,-11.521,-12.315,-14.384,-17.043,-18.318,-18.295,-18.295,-15.567,-14.539,-11.461,-8.6345,-6.2911,-3.8712,-0.51566,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.53677,-2.5115,-4.2883,-5.6262,-7.1303,-9.1115,-10.765,-11.806,-12.918,-14.059,-15.552,-18.318,-21.33,-21.877,-23.19,-22.148,-18.295,-15.567,-12.423,-9.4606,-6.9742,-4.5811,-1.3679,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.53677,-2.5115,-5.0183,-6.507,-7.7245,-9.3017,-10.994,-12.698,-14.259,-15.621,-17.818,-20.59,-22.399,-22.789,-24.851,-24.851,-24.005,-22.148,-17.154,-13.33,-10.209,-7.6636,-4.959,-1.8566,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.9368,-5.0183,-6.507,-8.1012,-9.5073,-10.994,-12.738,-15.242,-17.843,-19.066,-21.487,-23.538,-24.746,-25.093,-25.238,-25.238,-24.851,-23.983,-18.951,-13.848,-11.081,-8.8559,-5.7103,-2.188,1,1,1,1
